id_comunidad,id_tipo_renta,Anyo,Valor
19,1,2022,13089.0
19,1,2021,12012.0
19,1,2020,11427.0
19,1,2019,11733.0
19,1,2018,12507.0
19,1,2017,10161.0
19,1,2016,10883.0
19,1,2015,10027.0
19,1,2014,11619.0
19,1,2013,11313.0
19,1,2012,11761.0
19,1,2011,11981.0
19,1,2010,11459.0
19,1,2009,11048.0
19,1,2008,11065.0
19,2,2024,19431.0
19,2,2023,20825.0
19,2,2022,19849.0
19,2,2021,18259.0
19,2,2020,18214.0
19,2,2019,18003.0
19,2,2018,19500.0
19,2,2017,16453.0
19,2,2016,17349.0
19,2,2015,15937.0
19,2,2014,18073.0
19,2,2013,17898.0
19,2,2012,19011.0
19,2,2011,18278.0
19,2,2010,18259.0
19,2,2009,17120.0
19,2,2008,17420.0
19,3,2024,14558.0
19,3,2023,15780.0
19,3,2022,14744.0
19,3,2021,13577.0
19,3,2020,13067.0
19,3,2019,13185.0
19,3,2018,13962.0
19,3,2017,11601.0
19,3,2016,12256.0
19,3,2015,11357.0
19,3,2014,13052.0
19,3,2013,12564.0
19,3,2012,12867.0
19,3,2011,13346.0
19,3,2010,12839.0
19,3,2009,12373.0
19,3,2008,12404.0
19,4,2024,22049.0
19,4,2023,23584.0
19,4,2022,22300.0
19,4,2021,20667.0
19,4,2020,20786.0
19,4,2019,20272.0
19,4,2018,21767.0
19,4,2017,18686.0
19,4,2016,19482.0
19,4,2015,17981.0
19,4,2014,20240.0
19,4,2013,19814.0
19,4,2012,20681.0
19,4,2011,20339.0
19,4,2010,20418.0
19,4,2009,19197.0
19,4,2008,19482.0
